,Price,Bathrooms,Car Parks,Property Type,Size,Furnishing,area,No_of_Bedrooms,No_of_servant_rooms,type,size,studio_apartment
18877,400000,2,1,Serviced Residence (Corner),Built-up : 800 sq. ft.,Partly Furnished,Setapak,2,0,Built-up ,800,0
18878,450000,2,2,Condominium,"Built-up : 1,313 sq. ft.",Partly Furnished,Setapak,4,0,Built-up ,1313,0
18879,2600,3,1,Condominium,"Built-up : 1,600 sq. ft.",Fully Furnished,City Centre,3,0,Built-up ,1600,0
18880,2100000,3,2,Semi-detached House (Corner),Land area : 3200 sq. ft.,Fully Furnished,Cheras,5,0,Land area ,3200,0
18881,1600000,2,1,Serviced Residence (Intermediate),"Built-up : 1,206 sq. ft.",Fully Furnished,KLCC,2,0,Built-up ,1206,0
18882,2290000,3,3,Condominium (Corner),"Built-up : 2,973 sq. ft.",Partly Furnished,Mont Kiara,4,0,Built-up ,2973,0
18883,1960000,4,3,Condominium,"Built-up : 2,535 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,2535,0
18884,1100000,3,2,Condominium,"Built-up : 1,783 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,1783,0
18885,1400000,1,1,Serviced Residence,Built-up : 925 sq. ft.,Partly Furnished,KLCC,1,0,Built-up ,925,0
18886,460000,2,2,Condominium (Corner),Built-up : 929 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,929,0
18887,550000,2,2,Apartment,"Built-up : 1,116 sq. ft.",Fully Furnished,Bukit Jalil,3,0,Built-up ,1116,0
18888,1500000,6,2,3-sty Terrace/Link House,Land area : 1650 sq. ft.,Fully Furnished,Kepong,5,1,Land area ,1650,0
18889,390000,2,1,Serviced Residence,Built-up : 668 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),2,0,Built-up ,668,0
18890,1420000,2,1,Condominium,Built-up : 976 sq. ft.,Partly Furnished,KLCC,2,0,Built-up ,976,0
18891,480000,2,1,Serviced Residence (Intermediate),Built-up : 935 sq. ft.,Partly Furnished,Kuchai Lama,3,0,Built-up ,935,0
18892,430000,2,1,Condominium (Intermediate),"Built-up : 1,272 sq. ft.",Unfurnished,Wangsa Maju,3,0,Built-up ,1272,0
18893,485000,2,2,Condominium (Intermediate),"Built-up : 1,120 sq. ft.",Partly Furnished,Kuchai Lama,3,0,Built-up ,1120,0
18894,860000,3,2,Condominium (Intermediate),"Built-up : 1,335 sq. ft.",Partly Furnished,Bukit Jalil,3,1,Built-up ,1335,0
18895,1030000,3,2,Condominium (Corner),"Built-up : 1,058 sq. ft.",Partly Furnished,Bukit Jalil,3,0,Built-up ,1058,0
18896,1672000,4,2,Condominium (Corner),"Built-up : 2,038 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2038,0
18897,1700000,4,2,Condominium (Corner),"Built-up : 2,038 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2038,0
18898,455000,2,2,Apartment (Corner),Land area : 1082 sq. ft.,Fully Furnished,Kepong,3,0,Land area ,1082,0
18899,4290000,6,2,Serviced Residence,"Built-up : 3,300 sq. ft.",Fully Furnished,KLCC,4,1,Built-up ,3300,0
18900,530000,3,1,Condominium,"Built-up : 1,495 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1495,0
18901,1580000,5,3,Condominium (Corner),"Built-up : 3,020 sq. ft.",Partly Furnished,Dutamas,5,1,Built-up ,3020,0
18902,495000,2,2,Condominium,"Built-up : 1,142 sq. ft.",Unfurnished,Cheras,4,0,Built-up ,1142,0
18903,990000,1,1,Condominium,Built-up : 787 sq. ft.,Fully Furnished,KL Eco City,1,1,Built-up ,787,0
18904,646000,2,2,Condominium,"Built-up : 1,257 sq. ft.",Partly Furnished,Setiawangsa,3,0,Built-up ,1257,0
18905,2180000,5,3,Condominium (Corner),"Built-up : 3,729 sq. ft.",Partly Furnished,Mont Kiara,4,2,Built-up ,3729,0
18906,485000,2,1,Serviced Residence,Built-up : 950 sq. ft.,Fully Furnished,Kuchai Lama,3,0,Built-up ,950,0
18907,718000,2,2,Serviced Residence (Corner),"Built-up : 1,130 sq. ft.",Fully Furnished,Sungai Besi,3,0,Built-up ,1130,0
18908,570000,2,2,Serviced Residence,"Built-up : 1,162 sq. ft.",Unfurnished,Kepong,3,1,Built-up ,1162,0
18909,1253000,1,1,Condominium,Built-up : 689 sq. ft.,Fully Furnished,KLCC,1,0,Built-up ,689,0
18910,1399000,2,1,Condominium,Built-up : 871 sq. ft.,Fully Furnished,KLCC,2,0,Built-up ,871,0
18911,438000,2,2,Condominium,Built-up : 936 sq. ft.,Unfurnished,Kuchai Lama,2,0,Built-up ,936,0
18912,310000,2,1,Condominium,"Built-up : 1,070 sq. ft.",Partly Furnished,Kuchai Lama,3,0,Built-up ,1070,0
18913,435000,2,1,Condominium,"Built-up : 1,107 sq. ft.",Partly Furnished,Kuchai Lama,3,0,Built-up ,1107,0
18914,500000,2,1,Condominium,"Built-up : 1,065 sq. ft.",Partly Furnished,KL City,3,0,Built-up ,1065,0
18915,450000,2,1,Condominium (Corner),"Built-up : 1,065 sq. ft.",Unfurnished,KL City,3,0,Built-up ,1065,0
18916,930000,3,2,Condominium,"Built-up : 1,513 sq. ft.",Partly Furnished,Bukit Jalil,4,0,Built-up ,1513,0
18917,1850000,5,3,Condominium,"Built-up : 2,535 sq. ft.",Fully Furnished,Mont Kiara,4,1,Built-up ,2535,0
18918,450000,2,1,Condominium,"Built-up : 1,177 sq. ft.",Unknown,Setapak,3,0,Built-up ,1177,0
18919,599916,2,2,Serviced Residence (Intermediate),"Built-up : 1,122 sq. ft.",Unfurnished,Salak Selatan,3,0,Built-up ,1122,0
18920,1500000,2,1,Serviced Residence,"Built-up : 1,399 sq. ft.",Fully Furnished,KLCC,2,0,Built-up ,1399,0
18921,680000,3,2,Condominium (Corner),"Built-up : 1,474 sq. ft.",Partly Furnished,Kuchai Lama,3,1,Built-up ,1474,0
18922,835000,2,2,Serviced Residence (Corner),"Built-up : 1,110 sq. ft.",Fully Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,1110,0
18923,425000,2,1,Apartment,"Built-up : 1,043 sq. ft.",Partly Furnished,Bukit Jalil,3,0,Built-up ,1043,0
18924,450000,2,1,Condominium,"Built-up : 1,064 sq. ft.",Partly Furnished,Cheras,3,0,Built-up ,1064,0
18925,10500000,9,3,Bungalow (Corner),Land area : 8900 sq. ft.,Partly Furnished,Mont Kiara,7,1,Land area ,8900,0
18926,1050000,2,7,Condominium (Corner),"Built-up : 1,430 sq. ft.",Partly Furnished,Bangsar,3,0,Built-up ,1430,0
18927,700000,3,2,Condominium,"Built-up : 1,203 sq. ft.",Partly Furnished,Segambut,3,1,Built-up ,1203,0
18928,380000,2,1,Apartment (Intermediate),Built-up : 980 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),3,1,Built-up ,980,0
18929,630000,2,2,Serviced Residence,"Built-up : 1,040 sq. ft.",Partly Furnished,Salak Selatan,3,0,Built-up ,1040,0
18930,850000,1,1,Serviced Residence,Built-up : 755 sq. ft.,Fully Furnished,Ampang Hilir,1,0,Built-up ,755,0
18931,910000,2,1,Apartment (Intermediate),Built-up : 953 sq. ft.,Fully Furnished,Cheras,2,0,Built-up ,953,0
18932,2975582,4,1,Semi-detached House (EndLot),Land area : 4015 sq. ft.,Unfurnished,Sungai Penchala,5,1,Land area ,4015,0
18933,2300000,6,2,Semi-detached House (Intermediate),Land area : 4000 sq. ft.,Fully Furnished,Cheras,4,1,Land area ,4000,0
18934,2999888,4,4,Condominium (Intermediate),"Built-up : 4,344 sq. ft.",Partly Furnished,Bukit Jalil,4,1,Built-up ,4344,0
18935,580000,2,1,Condominium,Built-up : 966 sq. ft.,Unfurnished,Jalan Ipoh,3,0,Built-up ,966,0
18936,510000,2,1,Condominium (Intermediate),Land area : 1100 sq. ft.,Fully Furnished,Dutamas,3,0,Land area ,1100,0
18937,2650000,5,3,3-sty Terrace/Link House (Intermediate),"Built-up : 3,211 sq. ft.",Unfurnished,Desa ParkCity,3,1,Built-up ,3211,0
18938,1620000,3,2,Condominium (Corner),"Built-up : 2,020 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2020,0
18939,2750000,6,3,Condominium (Corner),"Built-up : 3,983 sq. ft.",Partly Furnished,Sri Hartamas,4,2,Built-up ,3983,0
18940,668000,1,1,Serviced Residence (Intermediate),Built-up : 705 sq. ft.,Partly Furnished,Ampang,1,0,Built-up ,705,0
18941,440000,2,2,Condominium (Corner),"Built-up : 1,080 sq. ft.",Unfurnished,Cheras,3,0,Built-up ,1080,0
18942,445000,2,1,Condominium (Corner),"Built-up : 1,142 sq. ft.",Partly Furnished,Cheras,3,0,Built-up ,1142,0
18943,9000000,6,5,Bungalow (Corner),Land area : 9000 sq. ft.,Partly Furnished,Bukit Tunku (Kenny Hills),6,1,Land area ,9000,0
18944,1600,2,1,Condominium (Intermediate),Land area : 1467 sq. ft.,Partly Furnished,Cheras,4,0,Land area ,1467,0
18945,620000,2,2,Condominium (Intermediate),"Built-up : 1,100 sq. ft.",Unfurnished,Bukit Jalil,3,0,Built-up ,1100,0
18946,480000,2,1,Condominium (Intermediate),"Built-up : 1,120 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),3,1,Built-up ,1120,0
18947,540000,2,1,Condominium (Corner),"Built-up : 1,337 sq. ft.",Unfurnished,Taman Desa,3,0,Built-up ,1337,0
18948,500000,2,1,Serviced Residence,"Built-up : 1,040 sq. ft.",Partly Furnished,Setapak,3,0,Built-up ,1040,0
18949,1700000,3,3,Condominium,"Built-up : 2,066 sq. ft.",Fully Furnished,Desa ParkCity,4,0,Built-up ,2066,0
18950,2380000,4,2,3-sty Terrace/Link House,Land area : 1442 sq. ft.,Fully Furnished,Desa ParkCity,4,0,Land area ,1442,0
18951,1350000,4,2,Condominium,"Built-up : 1,572 sq. ft.",Partly Furnished,Desa ParkCity,3,1,Built-up ,1572,0
18952,398000,2,1,Condominium (Corner),Built-up : 950 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,950,0
18953,2150000,3,2,Serviced Residence,"Built-up : 1,680 sq. ft.",Partly Furnished,Taman Tun Dr Ismail,2,1,Built-up ,1680,0
18954,2360000,5,3,Condominium (Corner),"Built-up : 2,973 sq. ft.",Partly Furnished,Mont Kiara,5,0,Built-up ,2973,0
18955,828000,3,2,Condominium (EndLot),"Built-up : 1,335 sq. ft.",Unfurnished,Bukit Jalil,3,1,Built-up ,1335,0
18956,800000,3,2,2-sty Terrace/Link House (EndLot),Land area : 2400 sq. ft.,Partly Furnished,Cheras,5,0,Land area ,2400,0
18957,298000,2,1,Serviced Residence (Intermediate),Built-up : 808 sq. ft.,Unfurnished,Bandar Menjalara,3,0,Built-up ,808,0
18958,470000,2,1,Serviced Residence (Corner),"Built-up : 1,196 sq. ft.",Partly Furnished,Kepong,3,0,Built-up ,1196,0
18959,540000,2,2,Condominium (Corner),"Built-up : 1,200 sq. ft.",Unfurnished,Jalan Kuching,3,0,Built-up ,1200,0
18960,200000,1,1,Apartment (Intermediate),Built-up : 653 sq. ft.,Unfurnished,Setapak,3,0,Built-up ,653,0
18961,420000,3,1,Condominium (Intermediate),"Built-up : 1,267 sq. ft.",Partly Furnished,Wangsa Maju,4,0,Built-up ,1267,0
18962,375000,2,1,Apartment (Intermediate),"Built-up : 1,221 sq. ft.",Partly Furnished,Jalan Kuching,3,0,Built-up ,1221,0
18963,330000,2,2,Condominium,Built-up : 924 sq. ft.,Unfurnished,Setapak,3,0,Built-up ,924,0
18964,610000,2,2,Serviced Residence (Intermediate),Built-up : 904 sq. ft.,Partly Furnished,Batu Caves,3,0,Built-up ,904,0
18965,550000,2,1,Serviced Residence,"Built-up : 1,325 sq. ft.",Partly Furnished,Setapak,3,0,Built-up ,1325,0
18966,800000,2,1,Serviced Residence (Intermediate),Built-up : 876 sq. ft.,Partly Furnished,Taman Tun Dr Ismail,2,0,Built-up ,876,0
18967,950000,2,1,Serviced Residence (Intermediate),"Built-up : 1,102 sq. ft.",Fully Furnished,Taman Tun Dr Ismail,3,0,Built-up ,1102,0
18968,1790000,3,2,2-sty Terrace/Link House (Intermediate),Land area : 1900 sq. ft.,Fully Furnished,Taman Tun Dr Ismail,4,0,Land area ,1900,0
18969,1550000,3,2,2-sty Terrace/Link House (Intermediate),Land area : 1900 sq. ft.,Partly Furnished,Taman Tun Dr Ismail,4,0,Land area ,1900,0
18970,450000,2,1,Condominium (Corner),"Built-up : 1,118 sq. ft.",Fully Furnished,Keramat,3,0,Built-up ,1118,0
18971,490000,2,2,Condominium (Intermediate),"Built-up : 1,018 sq. ft.",Unfurnished,Cheras,3,0,Built-up ,1018,0
18972,1630000,2,1,Serviced Residence,"Built-up : 1,141 sq. ft.",Fully Furnished,City Centre,1,0,Built-up ,1141,0
18973,488000,2,1,Condominium (Intermediate),"Built-up : 1,042 sq. ft.",Partly Furnished,Sungai Besi,3,0,Built-up ,1042,0
18974,2595600,3,2,Serviced Residence (Intermediate),"Built-up : 1,442 sq. ft.",Fully Furnished,City Centre,2,1,Built-up ,1442,0
18975,500000,2,1,Serviced Residence,"Built-up : 1,280 sq. ft.",Unfurnished,Setapak,3,0,Built-up ,1280,0
18976,1080000,2,2,Serviced Residence (Intermediate),"Built-up : 1,410 sq. ft.",Partly Furnished,Desa Pandan,2,1,Built-up ,1410,0
18977,1080000,2,2,Serviced Residence (Intermediate),"Built-up : 1,410 sq. ft.",Fully Furnished,Desa Pandan,2,1,Built-up ,1410,0
18978,550000,2,2,Condominium,"Built-up : 1,860 sq. ft.",Partly Furnished,Setapak,3,0,Built-up ,1860,0
18979,410000,1,1,Apartment,Built-up : 495 sq. ft.,Partly Furnished,Bangsar South,2,0,Built-up ,495,0
18980,360000,2,1,Serviced Residence (Intermediate),Built-up : 808 sq. ft.,Unfurnished,Bandar Menjalara,3,0,Built-up ,808,0
18981,435000,2,2,Serviced Residence (EndLot),Built-up : 792 sq. ft.,Partly Furnished,Sentul,2,0,Built-up ,792,0
18982,687000,2,2,Serviced Residence,"Built-up : 1,200 sq. ft.",Partly Furnished,Sentul,3,1,Built-up ,1200,0
18983,368000,2,1,Apartment (Intermediate),"Built-up : 1,061 sq. ft.",Partly Furnished,Sentul,3,0,Built-up ,1061,0
18984,360000,2,1,Apartment (Intermediate),Built-up : 931 sq. ft.,Partly Furnished,Setapak,3,0,Built-up ,931,0
18985,430000,2,1,Condominium,"Built-up : 1,272 sq. ft.",Unfurnished,Setapak,4,0,Built-up ,1272,0
18986,450000,2,1,Condominium (Intermediate),"Built-up : 1,328 sq. ft.",Partly Furnished,Setapak,4,0,Built-up ,1328,0
18987,420000,3,1,Condominium (Intermediate),"Built-up : 1,267 sq. ft.",Partly Furnished,Wangsa Maju,3,1,Built-up ,1267,0
18988,1250000,2,1,Condominium,"Built-up : 1,551 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1551,0
18989,880000,2,2,Condominium,"Built-up : 1,306 sq. ft.",Partly Furnished,Segambut,3,0,Built-up ,1306,0
18990,830000,3,4,2-sty Terrace/Link House (Intermediate),Land area : 1870 sq. ft.,Partly Furnished,Bandar Menjalara,4,0,Land area ,1870,0
18991,2900000,5,10,Semi-detached House,Land area : 7000 sq. ft.,Partly Furnished,Kepong,4,0,Land area ,7000,0
18992,600000,2,2,Condominium,"Built-up : 1,057 sq. ft.",Partly Furnished,Sri Hartamas,3,0,Built-up ,1057,0
18993,535000,2,1,Condominium (Intermediate),"Built-up : 1,100 sq. ft.",Partly Furnished,KL City,2,1,Built-up ,1100,0
18994,538000,1,1,Condominium (Intermediate),Built-up : 657 sq. ft.,Fully Furnished,Bangsar,1,0,Built-up ,657,0
18995,330000,2,1,Condominium (Intermediate),"Built-up : 1,010 sq. ft.",Fully Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,1010,0
18996,670000,2,1,Condominium (Intermediate),"Built-up : 1,150 sq. ft.",Fully Furnished,Bangsar,3,0,Built-up ,1150,0
18997,430000,2,1,Condominium (Intermediate),"Built-up : 1,000 sq. ft.",Fully Furnished,Jalan Klang Lama (Old Klang Road),2,0,Built-up ,1000,0
18998,1100000,2,2,Condominium,"Built-up : 1,151 sq. ft.",Fully Furnished,Dutamas,1,1,Built-up ,1151,0
18999,638000,2,1,Condominium (Intermediate),"Built-up : 1,267 sq. ft.",Fully Furnished,City Centre,2,0,Built-up ,1267,0
19000,800000,2,2,Condominium (Triplex),"Built-up : 1,210 sq. ft.",Partly Furnished,Pantai,1,0,Built-up ,1210,0
19001,815000,2,2,Condominium (Corner),Land area : 1578 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),3,0,Land area ,1578,0
19002,520000,1,1,Apartment (Intermediate),Built-up : 635 sq. ft.,Partly Furnished,Bangsar South,2,0,Built-up ,635,0
19003,600000,2,2,Condominium (Corner),"Built-up : 1,600 sq. ft.",Partly Furnished,Setapak,4,0,Built-up ,1600,0
19004,380000,2,1,Serviced Residence (Intermediate),Built-up : 850 sq. ft.,Fully Furnished,Sungai Besi,3,0,Built-up ,850,0
19005,450000,2,2,Condominium (Intermediate),"Built-up : 1,075 sq. ft.",Unfurnished,Kuchai Lama,3,0,Built-up ,1075,0
19006,1700000,5,2,Condominium (Corner),"Built-up : 1,690 sq. ft.",Partly Furnished,Ampang,3,1,Built-up ,1690,0
19007,3519000,2,2,Serviced Residence (Corner),"Built-up : 1,636 sq. ft.",Partly Furnished,KLCC,2,0,Built-up ,1636,0
19008,3900000,2,1,Serviced Residence (Corner),"Built-up : 1,636 sq. ft.",Partly Furnished,KLCC,2,0,Built-up ,1636,0
19009,1000000,2,2,Serviced Residence (Intermediate),Built-up : 926 sq. ft.,Fully Furnished,Mont Kiara,2,0,Built-up ,926,0
19010,1730000,4,2,Condominium,"Built-up : 2,025 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2025,0
19011,550000,2,2,2-sty Terrace/Link House,Built-up : 880 sq. ft.,Unfurnished,Kepong,3,0,Built-up ,880,0
19012,930000,2,1,Condominium (Corner),"Built-up : 1,390 sq. ft.",Fully Furnished,Mont Kiara,3,0,Built-up ,1390,0
19013,4480000,6,4,Bungalow (Intermediate),Land area : 4294 sq. ft.,Partly Furnished,Ampang,5,1,Land area ,4294,0
19014,3790000,7,6,Bungalow (Intermediate),Land area : 4900 sq. ft.,Unfurnished,Ampang,6,1,Land area ,4900,0
19015,2204000,5,2,Bungalow (Intermediate),Land area : 3821 sq. ft.,Unfurnished,Ampang,4,1,Land area ,3821,0
19016,4520000,4,2,Condominium,"Built-up : 3,541 sq. ft.",Partly Furnished,Ampang Hilir,4,1,Built-up ,3541,0
19017,2500000,5,4,Bungalow (Intermediate),Land area : 9000 sq. ft.,Partly Furnished,Ampang,4,2,Land area ,9000,0
19018,4990000,7,6,Bungalow (Intermediate),Land area : 13000 sq. ft.,Unfurnished,Taman Melawati,5,1,Land area ,13000,0
19019,5151600,4,4,Condominium (Corner),"Built-up : 4,293 sq. ft.",Unfurnished,Ampang Hilir,4,1,Built-up ,4293,0
19020,1350000,2,1,Condominium (Corner),"Built-up : 1,900 sq. ft.",Partly Furnished,Ampang Hilir,3,0,Built-up ,1900,0
19021,4330000,4,2,Condominium,"Built-up : 3,563 sq. ft.",Partly Furnished,Ampang Hilir,4,1,Built-up ,3563,0
19022,4650000,6,4,Bungalow (Intermediate),Land area : 10000 sq. ft.,Partly Furnished,Taman Melawati,5,1,Land area ,10000,0
19023,1850000,7,4,2.5-sty Terrace/Link House,Land area : 2754 sq. ft.,Unfurnished,Taman Melawati,6,0,Land area ,2754,0
19024,4377600,4,3,Condominium (Corner),"Built-up : 3,648 sq. ft.",Unfurnished,Ampang Hilir,3,1,Built-up ,3648,0
19025,990000,3,2,2-sty Terrace/Link House (Intermediate),Land area : 1679 sq. ft.,Partly Furnished,OUG,4,0,Land area ,1679,0
19026,2380000,5,2,Condominium (Corner),"Built-up : 2,416 sq. ft.",Fully Furnished,Bukit Bintang,4,1,Built-up ,2416,0
19027,1050000,3,2,Condominium,"Built-up : 1,450 sq. ft.",Partly Furnished,Bukit Jalil,3,1,Built-up ,1450,0
19028,5436000,7,6,Bungalow (Intermediate),Land area : 13000 sq. ft.,Unfurnished,Taman Melawati,5,1,Land area ,13000,0
19029,2650000,5,2,Bungalow (Intermediate),Land area : 5886 sq. ft.,Partly Furnished,Ampang,4,1,Land area ,5886,0
19030,1650000,4,2,Condominium (Corner),"Built-up : 2,159 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,2159,0
19031,1280000,2,2,Condominium (Intermediate),"Built-up : 1,658 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,1658,0
19032,1200000,2,1,Condominium (EndLot),"Built-up : 1,235 sq. ft.",Fully Furnished,Mont Kiara,2,1,Built-up ,1235,0
19033,1188000,1,1,Condominium (Intermediate),Built-up : 710 sq. ft.,Partly Furnished,KL Eco City,1,0,Built-up ,710,0
19034,830000,1,1,Condominium,Built-up : 707 sq. ft.,Partly Furnished,KL Eco City,1,0,Built-up ,707,0
19035,1300000,2,1,Condominium,Built-up : 990 sq. ft.,Partly Furnished,KL Eco City,2,0,Built-up ,990,0
19036,860000,1,1,Condominium (Intermediate),Built-up : 710 sq. ft.,Partly Furnished,KL Eco City,1,0,Built-up ,710,0
19037,1480000,2,1,Condominium,Built-up : 972 sq. ft.,Fully Furnished,KL Eco City,2,0,Built-up ,972,0
19038,903900,1,1,Condominium,Built-up : 786 sq. ft.,Partly Furnished,KL Eco City,2,0,Built-up ,786,0
19039,1188000,1,1,Condominium (Intermediate),Built-up : 710 sq. ft.,Fully Furnished,KL Eco City,1,0,Built-up ,710,0
19040,780000,2,2,Condominium,"Built-up : 1,399 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,1399,0
19041,700000,1,1,Serviced Residence,Built-up : 634 sq. ft.,Fully Furnished,Mont Kiara,1,0,Built-up ,634,0
19042,625000,1,1,Serviced Residence,Built-up : 462 sq. ft.,Fully Furnished,Mont Kiara,0,0,Built-up ,462,1
19043,1620000,4,2,Condominium,"Built-up : 2,020 sq. ft.",Unfurnished,Mont Kiara,3,1,Built-up ,2020,0
19044,1250000,5,2,Condominium (Intermediate),"Built-up : 1,976 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1976,0
19045,1250000,4,2,Condominium (Intermediate),"Built-up : 1,974 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1974,0
19046,1100000,4,2,Condominium (Intermediate),"Built-up : 1,710 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1710,0
19047,3300000,8,6,Bungalow,Land area : 4250 sq. ft.,Unfurnished,Wangsa Maju,7,1,Land area ,4250,0
19048,3200000,8,6,Bungalow,Land area : 5500 sq. ft.,Unfurnished,Wangsa Maju,8,0,Land area ,5500,0
19049,340000,2,1,Condominium,"Built-up : 1,083 sq. ft.",Partly Furnished,Sentul,3,0,Built-up ,1083,0
19050,1361000,4,2,Condominium,"Built-up : 1,356 sq. ft.",Partly Furnished,Damansara Heights,3,1,Built-up ,1356,0
19051,1500000,3,2,Condominium (Intermediate),"Built-up : 1,826 sq. ft.",Fully Furnished,Taman Tun Dr Ismail,3,1,Built-up ,1826,0
19052,950000,3,2,Condominium (Intermediate),"Built-up : 1,699 sq. ft.",Fully Furnished,Mont Kiara,4,0,Built-up ,1699,0
19053,405000,2,2,Condominium,Built-up : 950 sq. ft.,Unfurnished,Setapak,3,1,Built-up ,950,0
19054,1500000,3,3,Condominium (Penthouse),"Built-up : 2,652 sq. ft.",Partly Furnished,Taman Desa,3,0,Built-up ,2652,0
19055,1280000,2,1,Serviced Residence (Intermediate),Land area : 866 sq. ft.,Fully Furnished,KLCC,2,1,Land area ,866,0
19056,520000,2,2,Serviced Residence,Built-up : 601 sq. ft.,Unfurnished,Ampang,3,0,Built-up ,601,0
19057,580000,2,1,Serviced Residence (Corner),Built-up : 720 sq. ft.,Partly Furnished,Segambut,2,0,Built-up ,720,0
19058,580000,2,1,Condominium (Intermediate),"Built-up : 1,364 sq. ft.",Unfurnished,Cheras,4,0,Built-up ,1364,0
19059,3980000,7,2,Bungalow (Corner),"Built-up : 5,307 sq. ft.",Unfurnished,Cheras,5,1,Built-up ,5307,0
19060,8000,4,2,Condominium (Corner),"Built-up : 2,600 sq. ft.",Fully Furnished,Sri Hartamas,3,1,Built-up ,2600,0
19061,400000,2,1,Condominium,Built-up : 930 sq. ft.,Unfurnished,Cheras,3,0,Built-up ,930,0
19062,650000,4,2,Condominium (Corner),Land area : 1363 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),3,1,Land area ,1363,0
19063,319000,2,1,Apartment (Intermediate),Built-up : 854 sq. ft.,Unfurnished,Bandar Tasik Selatan,3,0,Built-up ,854,0
19064,1580000,2,1,Serviced Residence,"Built-up : 1,356 sq. ft.",Fully Furnished,KLCC,2,0,Built-up ,1356,0
19065,2280000,4,2,Condominium,"Built-up : 2,399 sq. ft.",Fully Furnished,KLCC,3,1,Built-up ,2399,0
19066,1800000,4,2,Serviced Residence,"Built-up : 2,208 sq. ft.",Unfurnished,KLCC,3,1,Built-up ,2208,0
